id_colaborador,id_departamento,id_cargo,salario,faixa_salarial,turnover,motivo_desligamento,faltas,absenteismo_pct,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
252,2,9,8574,R$6.000-10.000,Não,,0,2.69,15,Licença Médica,9,-15,47,4.8,76,1,Sim,21
253,6,6,14826,R$10.000-15.000,Não,,2,4.85,0,,28,33,47,3.3,68,34,Não,1
254,3,1,6082,R$6.000-10.000,Não,,3,2.85,5,Licença Médica,15,-12,38,2.9,56,38,Não,3
255,2,4,2190,Ate R$3.000,Não,,1,2.51,0,,32,30,11,2.4,67,17,Não,29
256,6,9,7386,R$6.000-10.000,Não,,2,3.81,0,,1,-13,14,3.4,73,14,Não,26
257,7,4,2116,Ate R$3.000,Não,,1,3.38,5,INSS,46,30,30,3.7,95,19,Não,7
258,4,6,14815,R$10.000-15.000,Não,,2,1.88,5,INSS,28,36,36,3.3,78,23,Não,12
259,7,9,9970,R$6.000-10.000,Não,,0,4.77,15,INSS,27,-18,15,3.6,61,5,Não,20
260,8,1,5481,R$3.000-6.000,Não,,0,1.48,0,,1,-11,44,3.9,78,23,Não,27
261,7,9,8098,R$6.000-10.000,Não,,2,3.97,0,,53,-14,58,3.6,74,25,Não,0
262,7,9,7438,R$6.000-10.000,Não,,1,2.5,2,Licença Médica,6,22,54,2.6,74,36,Não,20
263,2,4,2460,Ate R$3.000,Não,,4,3.1,15,Acidente,15,30,50,4.6,41,18,Não,26
264,1,3,2899,Ate R$3.000,Não,,1,3.96,0,,54,-15,51,2.6,73,28,Não,14
265,10,1,6802,R$6.000-10.000,Não,,0,2.95,0,,48,34,23,3.5,77,32,Não,27
266,7,5,2585,Ate R$3.000,Não,,2,3.86,0,,53,-12,11,3.0,82,40,Não,11
267,7,9,10638,R$10.000-15.000,Sim,Desligamento sem Justa Causa,2,2.36,0,,17,28,51,2.2,58,11,Não,16
268,6,6,15920,Acima de R$15.000,Sim,Desligamento sem Justa Causa,2,3.29,5,Acidente,25,-2,32,2.7,64,26,Não,7
269,6,6,15619,Acima de R$15.000,Não,,3,3.61,0,,49,22,32,3.0,84,32,Não,10
270,6,8,4009,R$3.000-6.000,Não,,3,2.39,10,INSS,12,-14,49,3.5,92,24,Não,12
271,2,5,2903,Ate R$3.000,Não,,1,3.88,0,,58,-10,39,2.6,74,3,Não,4
272,9,7,18013,Acima de R$15.000,Não,,1,2.09,0,,11,11,60,3.1,88,1,Não,23
273,7,5,2798,Ate R$3.000,Não,,1,3.07,0,,39,23,45,3.1,69,27,Não,12
274,6,6,13775,R$10.000-15.000,Não,,3,4.42,10,INSS,51,19,50,2.7,84,26,Não,2
275,7,4,2412,Ate R$3.000,Não,,2,3.16,0,,4,-16,43,3.8,82,21,Não,6
276,7,9,9764,R$6.000-10.000,Não,,0,3.97,10,Licença Médica,59,3,57,3.3,78,8,Não,7
277,6,9,10161,R$10.000-15.000,Não,,0,4.28,5,INSS,58,8,32,3.4,79,13,Não,14
278,2,4,2387,Ate R$3.000,Não,,2,3.51,2,INSS,22,16,43,3.3,88,19,Não,24
279,7,5,3002,R$3.000-6.000,Não,,1,1.27,15,Licença Médica,10,3,36,3.1,79,19,Não,24
280,7,4,2533,Ate R$3.000,Não,,2,-0.14,5,INSS,2,37,57,3.4,79,23,Não,12
281,2,9,10850,R$10.000-15.000,Não,,1,3.02,2,INSS,31,10,52,3.8,76,36,Não,4
282,6,9,10300,R$10.000-15.000,Não,,2,4.26,0,,43,23,21,3.1,68,2,Não,20
283,6,6,15466,Acima de R$15.000,Não,,1,1.49,2,INSS,9,-4,52,3.7,66,30,Não,1
284,3,1,4728,R$3.000-6.000,Não,,0,0.95,5,Licença Médica,35,1,33,3.7,86,0,Não,17
285,4,3,2917,Ate R$3.000,Não,,2,2.37,10,INSS,39,18,56,4.1,72,25,Não,24
286,8,6,14806,R$10.000-15.000,Sim,Pedido de Demissão,2,2.34,0,,27,2,16,4.0,52,33,Não,9
287,6,8,3123,R$3.000-6.000,Sim,Desligamento sem Justa Causa,2,2.06,2,Licença Médica,17,9,31,3.1,82,2,Não,4
288,9,7,22988,Acima de R$15.000,Não,,3,3.55,0,,11,31,42,2.6,66,39,Não,4
289,7,4,2201,Ate R$3.000,Não,,1,1.88,5,INSS,8,-13,46,2.8,87,26,Não,27
290,10,9,9825,R$6.000-10.000,Não,,0,2.48,5,Licença Médica,16,26,55,4.0,78,7,Não,9
291,6,8,2855,Ate R$3.000,Não,,0,1.94,10,INSS,11,31,40,3.7,75,37,Não,10
292,8,7,21335,Acima de R$15.000,Não,,1,4.72,0,,21,4,33,2.9,75,16,Não,1
293,2,4,2564,Ate R$3.000,Não,,4,2.73,2,INSS,59,14,56,2.7,80,38,Não,6
294,6,6,14738,R$10.000-15.000,Não,,2,3.87,0,,38,-1,25,2.2,87,16,Não,15
295,3,7,17401,Acima de R$15.000,Sim,Fim de Contrato,1,4.08,0,,37,35,14,3.2,58,17,Não,15
296,6,9,10509,R$10.000-15.000,Não,,0,1.62,5,INSS,21,18,46,3.8,93,33,Não,10
297,6,8,3867,R$3.000-6.000,Não,,3,3.11,10,INSS,53,38,58,3.1,95,35,Não,30
298,6,9,7261,R$6.000-10.000,Não,,2,2.21,10,Licença Médica,5,24,19,3.9,100,6,Não,13
299,7,4,2228,Ate R$3.000,Não,,3,2.95,0,,36,-5,42,3.7,80,11,Não,1
300,8,6,14664,R$10.000-15.000,Não,,2,1.45,0,,12,-10,33,3.8,100,5,Não,28
301,7,4,2526,Ate R$3.000,Não,,2,3.28,0,,42,-18,27,3.7,53,40,Não,13
302,7,4,2578,Ate R$3.000,Não,,0,1.98,5,INSS,35,-5,55,2.9,65,15,Não,23
303,7,9,7750,R$6.000-10.000,Não,,1,-0.39,5,Licença Médica,32,23,38,3.3,67,16,Não,7
304,2,4,2289,Ate R$3.000,Não,,1,-0.77,2,Acidente,10,3,57,4.7,81,37,Não,28
305,6,6,11712,R$10.000-15.000,Não,,3,3.72,15,Acidente,59,-18,20,2.7,64,14,Não,12
306,1,1,5309,R$3.000-6.000,Não,,3,2.01,0,,49,-17,21,2.9,56,21,Não,19
307,7,5,2949,Ate R$3.000,Sim,Fim de Contrato,2,2.04,15,Licença Médica,23,21,37,3.7,83,28,Não,10
308,7,5,3048,R$3.000-6.000,Não,,2,0.48,0,,13,-12,29,3.0,91,18,Não,3
309,7,4,2270,Ate R$3.000,Não,,1,1.59,15,Licença Médica,40,-13,42,3.0,64,1,Não,29
310,2,5,3032,R$3.000-6.000,Não,,2,1.12,0,,9,20,32,3.2,63,6,Não,23
311,7,4,2419,Ate R$3.000,Não,,1,0.96,10,Licença Médica,5,-5,60,2.9,80,39,Não,5
312,6,8,3179,R$3.000-6.000,Não,,1,2.11,0,,9,-8,10,3.1,64,4,Não,15
313,7,9,7521,R$6.000-10.000,Sim,Fim de Contrato,0,3.54,2,INSS,44,10,26,2.6,59,10,Não,19
314,8,1,6280,R$6.000-10.000,Não,,2,2.98,0,,35,-2,56,4.3,81,37,Não,26
315,6,6,13755,R$10.000-15.000,Não,,1,4.58,10,Licença Médica,20,8,20,3.7,59,15,Não,29
316,5,1,5167,R$3.000-6.000,Não,,1,3.37,0,,25,38,50,3.1,64,1,Não,5
317,7,5,2473,Ate R$3.000,Sim,Desligamento sem Justa Causa,0,4.72,10,Licença Médica,40,19,51,3.2,60,17,Não,29
318,2,4,2576,Ate R$3.000,Não,,3,4.48,10,Licença Médica,27,17,56,3.7,79,29,Não,11
319,3,9,9873,R$6.000-10.000,Não,,2,2.8,2,Licença Médica,19,1,22,4.0,80,8,Não,0
320,2,9,9110,R$6.000-10.000,Não,,7,1.73,2,Acidente,16,-6,51,3.8,88,37,Não,13
321,2,5,3065,R$3.000-6.000,Não,,4,3.78,0,,28,-18,47,3.6,58,13,Não,3
322,2,4,2010,Ate R$3.000,Sim,Fim de Contrato,2,3.73,0,,9,-19,32,2.5,63,22,Não,26
323,3,3,3216,R$3.000-6.000,Não,,2,4.42,0,,26,-10,21,2.8,100,17,Não,29
324,2,4,2382,Ate R$3.000,Não,,3,2.57,15,Licença Médica,11,4,25,5.0,57,14,Sim,25
325,7,5,2646,Ate R$3.000,Não,,3,3.02,0,,46,11,24,3.2,61,12,Não,27
326,7,9,10300,R$10.000-15.000,Sim,Fim de Contrato,1,0.6,2,Licença Médica,23,32,23,3.4,94,9,Não,21
327,7,9,9379,R$6.000-10.000,Não,,2,3.92,10,Licença Médica,40,23,31,3.0,67,23,Não,18
328,2,5,2946,Ate R$3.000,Não,,0,1.58,15,INSS,21,-18,44,2.6,100,32,Não,20
329,8,7,17481,Acima de R$15.000,Não,,2,5.01,5,Licença Médica,56,13,47,3.5,59,25,Não,17
330,6,6,14756,R$10.000-15.000,Não,,1,1.02,5,Acidente,31,23,54,3.1,68,28,Não,3
331,7,9,10574,R$10.000-15.000,Não,,2,2.08,0,,1,18,19,2.1,32,37,Não,13
332,1,9,10856,R$10.000-15.000,Não,,1,5.65,15,INSS,54,24,35,2.8,80,21,Não,27
333,9,1,4941,R$3.000-6.000,Não,,0,4.41,15,INSS,45,15,59,2.0,85,23,Não,26
334,4,1,6091,R$6.000-10.000,Não,,1,2.94,0,,14,33,15,3.1,71,12,Não,21
335,8,1,4537,R$3.000-6.000,Não,,6,2.48,5,INSS,26,3,15,1.8,97,24,Não,0
336,2,5,2643,Ate R$3.000,Não,,1,2.05,0,,48,25,51,3.9,85,14,Não,0
337,10,9,9121,R$6.000-10.000,Não,,2,1.89,0,,23,14,55,4.5,73,20,Não,9
338,8,7,23957,Acima de R$15.000,Não,,1,5.35,0,,54,37,26,3.1,87,25,Não,21
339,6,6,13411,R$10.000-15.000,Não,,1,0.63,5,Licença Médica,0,9,22,4.5,78,18,Sim,6
340,7,4,2025,Ate R$3.000,Não,,1,2.74,0,,21,5,15,3.5,54,8,Não,17
341,6,6,11051,R$10.000-15.000,Não,,0,2.62,0,,4,-11,49,5.0,64,14,Não,4
342,7,4,2470,Ate R$3.000,Não,,1,2.79,15,INSS,52,40,38,2.9,83,25,Não,3
343,2,5,2799,Ate R$3.000,Não,,6,3.39,2,Licença Médica,21,23,25,3.6,62,32,Não,12
344,3,7,22672,Acima de R$15.000,Não,,1,1.94,15,Acidente,37,2,54,3.8,83,31,Não,12
345,6,8,3920,R$3.000-6.000,Não,,2,5.34,10,Licença Médica,55,-16,47,3.3,65,33,Não,25
346,1,9,7011,R$6.000-10.000,Não,,6,1.26,5,Acidente,25,-12,22,3.4,64,1,Não,6
347,7,4,2157,Ate R$3.000,Não,,2,3.36,5,Acidente,46,-17,39,2.4,54,19,Não,2
348,7,5,2309,Ate R$3.000,Não,,3,3.29,0,,35,17,31,3.9,77,33,Não,18
349,1,1,5531,R$3.000-6.000,Não,,2,4.48,2,Licença Médica,15,-5,27,3.7,65,17,Não,0
350,5,1,5246,R$3.000-6.000,Não,,1,2.7,0,,57,8,25,3.3,60,11,Não,16
351,1,9,10100,R$10.000-15.000,Não,,3,1.48,0,,7,9,59,3.6,92,22,Não,26
352,7,4,2077,Ate R$3.000,Não,,4,1.67,0,,33,38,16,2.9,62,22,Não,23
353,4,3,4023,R$3.000-6.000,Não,,2,2.16,0,,8,2,49,3.5,69,2,Não,2
354,2,9,8170,R$6.000-10.000,Não,,3,2.28,0,,2,-8,42,3.3,69,4,Não,4
355,7,9,9212,R$6.000-10.000,Sim,Desligamento sem Justa Causa,1,1.38,0,,3,39,28,4.1,67,0,Não,7
356,7,4,2235,Ate R$3.000,Não,,2,3.04,0,,37,23,46,2.7,76,25,Não,30
357,10,1,5091,R$3.000-6.000,Não,,3,4.38,10,Licença Médica,24,34,60,3.2,85,12,Não,14
358,10,1,5209,R$3.000-6.000,Não,,4,2.55,0,,0,-20,28,3.4,83,32,Não,3
359,2,9,7797,R$6.000-10.000,Sim,Pedido de Demissão,2,1.97,0,,27,4,40,2.8,70,36,Não,26
360,7,4,2020,Ate R$3.000,Não,,1,1.07,15,Acidente,42,32,56,3.7,77,0,Não,2
361,2,5,2857,Ate R$3.000,Não,,3,0.69,0,,13,-19,51,3.1,80,12,Não,7
362,7,9,9538,R$6.000-10.000,Não,,1,1.23,0,,30,27,31,3.9,58,3,Não,24
363,7,5,2440,Ate R$3.000,Não,,4,4.01,10,Acidente,25,31,44,3.4,73,32,Não,18
364,8,6,12792,R$10.000-15.000,Não,,3,3.33,15,Acidente,43,-14,21,3.0,74,30,Não,21
365,7,9,10790,R$10.000-15.000,Não,,2,1.34,5,Acidente,2,23,54,3.8,73,29,Não,11
366,6,6,11755,R$10.000-15.000,Não,,0,1.31,15,INSS,1,9,38,3.6,78,25,Não,18
367,1,9,9458,R$6.000-10.000,Não,,5,2.28,5,Licença Médica,52,-9,20,3.1,67,1,Não,17
368,7,5,2713,Ate R$3.000,Não,,2,4.72,10,INSS,50,33,17,3.0,64,1,Não,5
369,2,5,2270,Ate R$3.000,Não,,1,4.85,5,Licença Médica,41,0,55,3.2,83,2,Não,17
370,7,5,2904,Ate R$3.000,Não,,2,2.29,0,,11,-8,37,3.0,69,0,Não,18
371,10,8,4177,R$3.000-6.000,Não,,1,0.51,0,,27,37,43,2.5,72,14,Não,9
372,10,8,3900,R$3.000-6.000,Não,,2,3.49,2,Acidente,58,40,10,2.7,71,25,Não,25
373,6,8,3635,R$3.000-6.000,Não,,1,0.49,0,,3,-3,32,3.3,70,20,Não,10
374,5,7,22119,Acima de R$15.000,Não,,3,2.67,2,Acidente,31,40,60,2.9,91,9,Não,5
375,2,4,1958,Ate R$3.000,Não,,2,3.65,0,,58,34,40,3.3,64,18,Não,29
376,2,9,8417,R$6.000-10.000,Não,,4,2.82,2,Licença Médica,27,16,27,4.1,83,25,Não,16
377,10,8,3118,R$3.000-6.000,Sim,Pedido de Demissão,5,4.95,0,,23,-2,56,3.7,61,11,Não,20
378,6,9,7120,R$6.000-10.000,Não,,2,3.93,0,,33,1,27,2.0,100,34,Não,16
379,10,1,6791,R$6.000-10.000,Não,,1,2.49,0,,53,-13,40,3.9,69,11,Não,15
380,7,9,10820,R$10.000-15.000,Sim,Desligamento sem Justa Causa,4,2.71,10,Acidente,38,37,51,4.6,80,12,Não,11
381,2,5,2758,Ate R$3.000,Não,,9,3.86,10,INSS,35,4,36,3.5,81,26,Não,19
382,7,5,2900,Ate R$3.000,Não,,4,1.41,2,Licença Médica,8,34,35,3.4,59,32,Não,30
383,7,5,2380,Ate R$3.000,Não,,2,2.03,2,Licença Médica,6,16,30,2.9,77,3,Não,1
384,6,8,3719,R$3.000-6.000,Não,,1,1.58,15,INSS,13,-9,58,3.3,93,29,Não,30
385,2,4,2568,Ate R$3.000,Não,,2,1.43,15,Licença Médica,50,30,53,3.7,69,34,Não,22
386,6,9,10231,R$10.000-15.000,Não,,0,2.86,5,INSS,59,4,49,2.7,65,31,Não,23
387,2,4,2547,Ate R$3.000,Não,,6,2.23,5,Licença Médica,26,3,42,3.4,71,15,Não,7
388,6,8,3841,R$3.000-6.000,Não,,4,6.22,5,Acidente,48,8,31,3.4,77,12,Não,27
389,1,9,7672,R$6.000-10.000,Não,,1,2.54,10,INSS,26,-11,38,3.4,83,5,Não,28
390,7,5,3115,R$3.000-6.000,Não,,2,3.16,0,,16,21,57,2.7,65,7,Não,8
391,2,4,2385,Ate R$3.000,Não,,3,1.57,0,,39,23,57,2.2,64,14,Não,28
392,7,5,2319,Ate R$3.000,Sim,Fim de Contrato,2,4.48,2,Acidente,14,7,25,2.9,79,40,Não,21
393,7,9,9110,R$6.000-10.000,Não,,2,3.49,2,INSS,2,17,13,2.7,78,23,Não,30
394,6,8,3119,R$3.000-6.000,Não,,1,2.98,15,INSS,36,2,10,2.8,80,1,Não,25
395,1,1,5488,R$3.000-6.000,Não,,1,2.45,2,Acidente,11,8,42,4.4,75,37,Não,12
396,7,9,7097,R$6.000-10.000,Não,,4,5.3,0,,18,13,43,2.8,68,24,Não,28
397,2,9,7782,R$6.000-10.000,Não,,1,2.09,0,,9,34,11,4.0,73,2,Não,6
398,7,9,10331,R$10.000-15.000,Não,,1,2.53,5,Licença Médica,27,12,21,2.6,60,1,Não,26
399,7,5,2285,Ate R$3.000,Não,,2,0.72,10,INSS,2,21,28,2.1,84,7,Não,6
400,2,4,2563,Ate R$3.000,Não,,3,1.19,15,Licença Médica,47,-7,37,3.1,82,1,Não,24
401,7,4,2074,Ate R$3.000,Não,,3,2.3,5,Acidente,27,17,34,2.8,75,21,Não,15
402,6,9,9534,R$6.000-10.000,Não,,2,1.89,5,Licença Médica,27,25,49,2.8,63,13,Não,11
403,10,1,5796,R$3.000-6.000,Não,,1,2.56,15,Licença Médica,25,-1,56,2.6,77,17,Não,0
404,7,4,1977,Ate R$3.000,Não,,2,2.2,2,INSS,39,18,38,2.9,71,23,Não,21
405,10,9,10454,R$10.000-15.000,Não,,3,0.12,0,,9,15,39,2.6,53,24,Não,1
406,7,5,3141,R$3.000-6.000,Não,,2,2.46,10,Licença Médica,41,-7,30,4.3,74,7,Sim,2
407,2,4,2261,Ate R$3.000,Não,,1,2.01,15,Acidente,34,-15,53,3.7,57,24,Não,14
408,10,1,6286,R$6.000-10.000,Não,,2,2.44,15,Licença Médica,30,17,35,3.7,76,1,Não,22
409,8,1,5795,R$3.000-6.000,Não,,3,3.0,2,Licença Médica,39,-8,45,3.3,100,38,Não,1
410,7,5,2332,Ate R$3.000,Não,,2,1.81,2,Licença Médica,51,-14,47,2.5,67,36,Não,28
411,10,1,6282,R$6.000-10.000,Não,,3,5.0,0,,49,12,50,2.7,76,35,Não,27
412,6,6,14996,R$10.000-15.000,Não,,2,4.34,0,,44,-4,49,3.9,73,12,Não,19
413,1,3,3517,R$3.000-6.000,Não,,0,1.79,0,,11,-15,15,4.4,100,32,Não,29
414,7,9,9812,R$6.000-10.000,Não,,1,2.55,0,,18,21,54,4.0,50,15,Não,21
415,4,3,3155,R$3.000-6.000,Não,,0,1.48,0,,0,33,23,3.0,74,39,Não,22
416,7,4,2519,Ate R$3.000,Não,,3,1.95,5,Acidente,22,-14,43,2.9,81,11,Não,22
417,7,4,2432,Ate R$3.000,Não,,2,3.68,15,INSS,22,31,32,3.7,62,21,Não,3
418,8,1,5616,R$3.000-6.000,Não,,3,2.89,0,,34,34,53,3.1,82,1,Não,28
419,2,4,2329,Ate R$3.000,Não,,2,3.57,0,,31,-3,49,3.2,75,9,Não,25
420,2,5,2372,Ate R$3.000,Sim,Desligamento sem Justa Causa,1,1.43,0,,23,13,18,4.4,100,5,Não,17
421,1,1,5796,R$3.000-6.000,Não,,2,1.81,0,,59,-20,18,3.0,63,30,Não,8
422,7,4,2276,Ate R$3.000,Sim,Pedido de Demissão,5,3.43,0,,8,27,23,4.0,90,2,Não,16
423,7,5,2735,Ate R$3.000,Não,,2,3.16,0,,21,-8,45,4.1,67,18,Não,10
424,2,5,2866,Ate R$3.000,Não,,4,2.66,0,,26,25,46,4.3,79,20,Sim,13
425,10,9,9306,R$6.000-10.000,Não,,4,4.71,10,Acidente,59,-13,14,2.7,79,6,Não,30
426,7,5,2209,Ate R$3.000,Não,,4,3.38,2,INSS,40,12,30,3.2,73,15,Não,14
427,6,8,3121,R$3.000-6.000,Sim,Pedido de Demissão,1,2.19,15,Licença Médica,37,-10,10,3.2,72,24,Não,9
428,2,4,2481,Ate R$3.000,Não,,1,2.35,0,,16,12,52,3.6,74,26,Não,28
429,7,4,2587,Ate R$3.000,Não,,2,3.43,0,,31,5,49,2.5,79,0,Não,25
430,7,5,2666,Ate R$3.000,Não,,4,4.19,0,,58,-9,17,2.9,89,14,Não,25
431,2,9,8622,R$6.000-10.000,Não,,2,3.52,0,,17,2,57,4.3,53,18,Sim,9
432,7,9,8500,R$6.000-10.000,Sim,Fim de Contrato,1,2.19,10,Licença Médica,16,35,16,3.0,84,33,Não,30
433,10,8,3103,R$3.000-6.000,Não,,2,1.85,2,Acidente,20,-1,22,3.4,87,40,Não,25
434,7,5,2697,Ate R$3.000,Não,,6,2.76,2,Licença Médica,35,1,46,3.6,81,7,Não,15
435,3,9,8523,R$6.000-10.000,Não,,0,2.97,15,Acidente,42,-16,54,3.5,78,5,Não,27
436,6,8,4400,R$3.000-6.000,Não,,1,3.9,5,Acidente,37,-4,26,3.1,75,10,Não,19
437,2,5,2556,Ate R$3.000,Não,,1,4.88,0,,51,-10,57,2.1,65,32,Não,18
438,2,5,3162,R$3.000-6.000,Não,,2,2.45,10,INSS,38,21,14,2.6,68,20,Não,25
439,4,3,2864,Ate R$3.000,Sim,Desligamento sem Justa Causa,2,4.18,0,,20,37,30,3.9,74,15,Não,5
440,10,9,9774,R$6.000-10.000,Não,,1,3.28,10,Licença Médica,57,-12,13,3.3,71,38,Não,23
441,7,5,2818,Ate R$3.000,Não,,1,4.11,0,,40,3,48,3.5,87,20,Não,29
442,7,4,2357,Ate R$3.000,Não,,1,3.7,0,,2,3,33,3.7,85,16,Não,7
443,10,9,9164,R$6.000-10.000,Não,,3,4.09,5,Licença Médica,20,15,12,3.2,68,40,Não,23
444,10,1,6961,R$6.000-10.000,Não,,1,0.64,10,Licença Médica,26,-7,29,4.1,70,12,Não,2
445,2,5,2651,Ate R$3.000,Não,,2,4.86,10,Acidente,46,-10,36,2.9,66,13,Não,21
446,9,1,6316,R$6.000-10.000,Não,,2,1.17,10,INSS,23,37,33,3.4,74,39,Não,24
447,2,9,8227,R$6.000-10.000,Não,,3,4.5,15,Acidente,43,-14,21,2.8,94,36,Não,17
448,7,9,8675,R$6.000-10.000,Não,,1,1.19,0,,2,32,29,3.0,59,38,Não,2
449,2,4,2008,Ate R$3.000,Não,,1,4.54,0,,56,-20,26,2.4,72,8,Não,19
450,2,5,2843,Ate R$3.000,Não,,1,5.52,0,,8,-8,13,3.7,73,35,Não,23
451,4,6,13030,R$10.000-15.000,Não,,3,4.16,2,INSS,36,18,37,4.2,85,0,Não,4
452,5,1,6163,R$6.000-10.000,Não,,6,2.05,0,,12,24,15,3.7,79,36,Não,4
453,10,8,4284,R$3.000-6.000,Não,,5,1.22,0,,25,30,25,3.1,63,12,Não,25
454,7,9,8817,R$6.000-10.000,Não,,1,1.97,0,,22,32,41,3.0,82,37,Não,2
455,4,1,6562,R$6.000-10.000,Não,,3,2.52,0,,19,7,43,3.3,74,0,Não,8
456,8,7,19316,Acima de R$15.000,Não,,2,2.91,0,,32,26,39,3.5,82,25,Não,18
457,10,1,6016,R$6.000-10.000,Não,,4,4.02,0,,19,-14,29,2.8,79,33,Não,2
458,10,1,5779,R$3.000-6.000,Não,,4,2.99,10,Acidente,22,36,59,2.7,87,36,Não,28
459,7,9,10093,R$10.000-15.000,Não,,1,4.1,15,INSS,49,33,47,2.4,81,20,Não,13
460,7,5,2808,Ate R$3.000,Não,,1,2.44,15,Acidente,38,25,35,3.5,83,30,Não,7
461,2,5,2837,Ate R$3.000,Não,,1,3.2,5,Acidente,34,32,59,3.1,38,7,Não,26
462,7,4,2573,Ate R$3.000,Não,,3,2.66,5,INSS,19,-7,23,4.3,67,5,Não,13
463,2,9,9608,R$6.000-10.000,Não,,2,1.83,0,,15,-1,31,3.1,88,22,Não,8
464,6,9,8499,R$6.000-10.000,Sim,Pedido de Demissão,1,0.44,10,INSS,16,-8,11,3.6,84,13,Não,23
465,2,9,8732,R$6.000-10.000,Sim,Desligamento sem Justa Causa,4,2.98,2,INSS,55,-6,47,4.4,70,23,Sim,7
466,2,5,2278,Ate R$3.000,Não,,1,2.38,0,,16,-12,22,2.7,44,5,Não,29
467,7,4,1946,Ate R$3.000,Não,,2,4.51,0,,6,-13,57,2.8,67,20,Não,10
468,6,8,4062,R$3.000-6.000,Não,,1,3.58,2,Acidente,18,-19,39,2.8,74,12,Não,29
469,8,1,6727,R$6.000-10.000,Não,,2,1.58,0,,19,40,27,3.4,70,0,Não,24
470,7,5,2796,Ate R$3.000,Não,,1,4.92,0,,43,35,39,2.6,78,21,Não,13
471,3,9,10291,R$10.000-15.000,Não,,1,3.78,10,Acidente,12,6,58,4.1,66,20,Não,0
472,8,7,19646,Acima de R$15.000,Não,,4,4.42,0,,14,1,47,3.2,81,6,Não,14
473,1,9,8583,R$6.000-10.000,Sim,Fim de Contrato,1,2.42,2,Acidente,5,12,32,3.2,96,12,Não,21
474,8,1,6597,R$6.000-10.000,Não,,3,4.16,2,INSS,48,15,58,2.0,68,33,Não,15
475,2,5,2993,Ate R$3.000,Não,,1,6.22,0,,30,14,49,3.0,90,32,Não,0
476,10,1,5025,R$3.000-6.000,Não,,0,3.71,15,Licença Médica,13,14,19,3.1,78,21,Não,8
477,10,9,7503,R$6.000-10.000,Não,,2,5.18,2,INSS,20,2,31,3.7,55,17,Não,7
478,7,9,10430,R$10.000-15.000,Não,,4,1.46,2,Licença Médica,12,-16,13,2.8,70,35,Não,26
479,7,4,2161,Ate R$3.000,Não,,2,2.64,15,INSS,28,4,31,3.7,71,17,Não,11
480,1,3,3639,R$3.000-6.000,Não,,2,2.09,5,INSS,9,13,23,4.2,60,18,Não,29
481,6,6,14959,R$10.000-15.000,Não,,1,3.74,0,,53,31,58,2.7,83,19,Não,15
482,7,5,2944,Ate R$3.000,Não,,2,6.85,0,,57,24,18,3.5,88,14,Não,6
483,10,8,4013,R$3.000-6.000,Não,,3,2.98,15,INSS,43,27,47,3.4,87,20,Não,16
484,7,5,2538,Ate R$3.000,Sim,Pedido de Demissão,3,3.72,2,Licença Médica,36,6,55,3.5,59,33,Não,0
485,10,1,6841,R$6.000-10.000,Não,,3,3.3,15,Acidente,34,10,42,3.2,83,6,Não,7
486,2,4,2100,Ate R$3.000,Não,,1,2.57,2,Acidente,36,15,17,3.1,65,8,Não,29
487,10,1,6343,R$6.000-10.000,Sim,Desligamento sem Justa Causa,2,3.69,15,Licença Médica,33,5,17,3.2,79,23,Não,15
488,7,9,10320,R$10.000-15.000,Não,,3,0.95,10,Acidente,21,-5,37,3.4,65,21,Não,17
489,6,6,14097,R$10.000-15.000,Não,,3,4.47,15,Licença Médica,58,-14,57,3.1,74,9,Não,23
490,7,5,2846,Ate R$3.000,Não,,1,4.61,15,Acidente,47,27,31,2.6,78,33,Não,29
491,7,4,2077,Ate R$3.000,Não,,2,3.62,10,Acidente,59,14,58,3.1,72,15,Não,7
492,6,6,14145,R$10.000-15.000,Não,,4,2.37,2,Acidente,37,13,32,2.4,61,24,Não,24
493,7,9,7358,R$6.000-10.000,Não,,3,1.97,0,,16,-4,39,3.1,92,25,Não,20
494,7,9,7804,R$6.000-10.000,Não,,2,1.52,5,Licença Médica,16,23,51,2.8,69,30,Não,1
495,2,9,7679,R$6.000-10.000,Não,,2,1.81,2,Acidente,10,28,31,3.6,88,25,Não,20
496,4,6,13762,R$10.000-15.000,Não,,2,2.65,10,Acidente,38,30,13,3.3,88,19,Não,25
497,4,1,5921,R$3.000-6.000,Não,,3,0.83,0,,3,1,29,3.2,81,15,Não,6
498,6,9,8301,R$6.000-10.000,Não,,1,2.36,5,Licença Médica,13,36,27,4.5,70,17,Não,12
499,6,9,9018,R$6.000-10.000,Não,,1,3.53,5,Acidente,15,40,54,3.9,50,29,Não,1
500,4,1,5119,R$3.000-6.000,Não,,1,2.94,15,Licença Médica,43,39,17,3.0,88,24,Não,30
501,7,9,7370,R$6.000-10.000,Não,,3,1.94,10,INSS,17,-15,37,4.6,69,35,Não,12
502,6,9,10931,R$10.000-15.000,Não,,5,1.37,0,,22,9,41,2.6,83,31,Não,25
503,1,1,5331,R$3.000-6.000,Não,,1,1.92,0,,9,37,34,2.8,62,4,Não,5
504,6,6,12360,R$10.000-15.000,Não,,4,3.78,15,Acidente,14,-1,38,3.3,75,21,Não,17
